iter	Logloss
169	0.508545815
170	0.5077778487
171	0.5068806987
172	0.5061325235
173	0.5053427235
174	0.5044244814
175	0.5038793181
176	0.5032081298
177	0.502342051
178	0.5017363646
179	0.501190841
180	0.5003469066
181	0.4996799716
182	0.4989754698
183	0.4980198798
184	0.4976001925
185	0.4967771567
186	0.4961033924
187	0.4955287318
188	0.4946280348
189	0.4940276972
190	0.4933457762
191	0.4921727682
192	0.4916657378
193	0.4912288791
194	0.4903656885
195	0.4894507467
196	0.4889127342
197	0.4883845164
198	0.4877160945
199	0.486920068
200	0.486079225
201	0.4852506411
202	0.4844685168
203	0.4837104622
204	0.482733675
205	0.4820305777
206	0.4813141692
207	0.4804957361
208	0.4796953601
209	0.4789097685
210	0.4784416925
211	0.4774433602
212	0.4767669051
213	0.4760956811
214	0.4755716963
215	0.4746270363
216	0.474005292
217	0.4731661384
218	0.4723200709
219	0.4715441046
220	0.4708137246
221	0.4700605409
222	0.4691764636
223	0.4680346213
224	0.4674248255
225	0.4666781439
226	0.4661701128
227	0.4650213574
228	0.4640800598
229	0.4631738468
230	0.4625244373
231	0.4618186642
232	0.4609175382
233	0.4602342723
234	0.4591385726
235	0.458295617
236	0.4574794315
237	0.4564536158
238	0.4556049512
239	0.4549829761
240	0.4538008278
241	0.4529885784
242	0.4521228496
243	0.4514997643
244	0.4506159354
245	0.4499192753
246	0.4491158197
247	0.448334632
248	0.4474669474
249	0.4466033551
250	0.4456470613
251	0.4448989085
252	0.4439418676
253	0.4430260828
254	0.4420933637
255	0.4411096937
256	0.4403794975
257	0.4393517582
258	0.4387518305
259	0.4378145486
260	0.4369487874
261	0.4362059113
262	0.4353288022
263	0.4344676272
264	0.4336574899
265	0.4327058413
266	0.4315673961
267	0.4307742509
268	0.4298832532
269	0.4293443893
270	0.4285411926
271	0.4277628196
272	0.4265420326
273	0.4259404625
274	0.4250314624
275	0.4242501012
276	0.4233251588
277	0.4223801195
278	0.4213938529
279	0.4207172861
280	0.4196276163
281	0.4188877181
282	0.4182057102
283	0.417335336
284	0.4164699858
285	0.4158560884
286	0.4147229958
287	0.4139664835
288	0.4130677902
289	0.4122533597
290	0.4115387117
291	0.4106815608
292	0.4097637684
293	0.4090669322
294	0.4080839153
295	0.4072653562
296	0.4065548059
297	0.4059226502
298	0.4052257851
299	0.4047831252
300	0.4040220801
301	0.402739758
302	0.4017019904
303	0.4010875914
304	0.4000808017
305	0.3991354254
306	0.3979249327
307	0.3971370503
308	0.3964669176
309	0.3957699037
310	0.3949420329
311	0.3942694836
312	0.3930823465
313	0.3924392293
314	0.3917932363
315	0.3910367633
316	0.3902797463
317	0.3895730592
318	0.388406764
319	0.3876632355
320	0.3869041658
321	0.385975194
322	0.3852513892
323	0.3844948362
324	0.3835206396
325	0.3825669906
326	0.3816612764
327	0.3810080338
328	0.3804989976
329	0.3798174173
330	0.3791632265
331	0.3786390259
332	0.3778838274
333	0.3773253284
334	0.376670761
335	0.3757730995
336	0.37500554
337	0.3740747424
338	0.3735204023
339	0.3728146353
340	0.3722133694
341	0.3714052435
342	0.3707619655
343	0.3700030816
344	0.369284939
345	0.3685196267
346	0.3680931374
347	0.3672577833
348	0.3663783645
349	0.3653806417
350	0.3647293488
351	0.3642277376
352	0.3634956089
353	0.3625843829
354	0.3619626516
355	0.3612441515
356	0.3605171028
357	0.3596420135
358	0.3586709148
359	0.3576815998
360	0.3570890911
361	0.3563799854
362	0.355535713
363	0.3549744437
364	0.3544549391
365	0.353673094
366	0.353083096
367	0.3524435423
368	0.3516149997
369	0.3507335285
370	0.350050087
371	0.3493271611
372	0.348494224
373	0.3478962097
374	0.347037121
375	0.3464369988
376	0.3456306491
377	0.3448565079
378	0.3441795548
379	0.3437106078
380	0.3429617797
381	0.3422310071
382	0.3415434301
383	0.3409511664
384	0.3403590117
385	0.3395937319
386	0.3388478589
387	0.3380412332
388	0.3373592347
389	0.3366516543
390	0.3360664164
391	0.3354961678
392	0.3347818552
393	0.334237138
394	0.3335198572
395	0.3328775622
396	0.3323030391
397	0.3316138379
398	0.3309028284
399	0.3303491198
400	0.329694173
401	0.3292046878
402	0.3285771865
403	0.3280117106
404	0.3269957476
405	0.3263642263
406	0.3256008441
407	0.3251653487
408	0.3245733732
409	0.3239655597
410	0.3231539511
411	0.3226750892
412	0.3221016634
413	0.3214610789
414	0.3208959126
415	0.3201565879
416	0.3195399156
417	0.3189001719
418	0.3182780085
419	0.3177276303
420	0.3171211526
421	0.3166137112
422	0.3160294345
423	0.3154337896
424	0.3150347992
425	0.3144491372
426	0.3139986109
427	0.3136395081
428	0.3131596496
429	0.312449059
430	0.3117966109
431	0.3111620759
432	0.310579301
433	0.3099213502
434	0.3092569985
435	0.3085816057
436	0.3080795428
437	0.3072999099
438	0.3065145601
439	0.3058612095
440	0.3051971687
441	0.3046361935
442	0.3039680185
443	0.3034103353
444	0.3028686005
445	0.3023299093
446	0.3017584212
447	0.3007860313
448	0.3001715285
449	0.2998647948
450	0.2993327321
451	0.2988627216
452	0.2982559194
453	0.2975952186
454	0.2970955801
455	0.2966191485
456	0.2961725796
457	0.2956667939
458	0.2950663201
459	0.2944496774
460	0.2937294003
461	0.2932665079
462	0.2928218365
463	0.2923473547
464	0.2917985163
465	0.2912823466
466	0.2906494711
467	0.289915502
468	0.2893635192
469	0.2888059707
470	0.2883564565
471	0.2878606976
472	0.2873765726
473	0.2867994488
474	0.2862079047
475	0.2858024621
476	0.285176071
477	0.2844684218
478	0.2840571546
479	0.2834123986
480	0.2828975721
481	0.2822732058
482	0.2816170387
483	0.2810489485
484	0.2803695758
485	0.2798298966
486	0.2793977437
487	0.2787778806
488	0.2782097287
489	0.277697952
490	0.2772514463
491	0.2768637576
492	0.2762853934
493	0.2756718173
494	0.2751149836
495	0.2745340744
496	0.2739784149
497	0.2734958342
498	0.2730613131
499	0.2725858573
500	0.2721177043
501	0.2716362409
502	0.271292174
503	0.2708391324
504	0.2703420134
505	0.269696037
506	0.2692233848
507	0.2688380833
508	0.2683414002
509	0.26792223
510	0.2675345993
511	0.2669857452
512	0.2665367613
513	0.2661531597
514	0.2656515829
515	0.2651726007
516	0.2646450627
517	0.2642902793
518	0.2638047368
519	0.2633014846
520	0.262883955
521	0.2625343446
522	0.2621214562
523	0.2616483198
524	0.2612586797
525	0.2608404006
526	0.2603587727
527	0.2599007249
528	0.2594915131
529	0.2589321952
530	0.2584179092
531	0.2578890295
532	0.2574358226
533	0.2571165407
534	0.256710575
535	0.2561751357
536	0.2556247945
537	0.2550181679
538	0.2545473882
539	0.2541273944
540	0.2537337161
541	0.253332595
542	0.2528132782
543	0.2523410666
544	0.2517970424
545	0.2513014449
546	0.2508628984
547	0.2503803169
548	0.2501464633
549	0.2498123967
550	0.2493377205
551	0.2488070152
552	0.2483795911
553	0.2478770448
554	0.2474754721
555	0.2470948553
556	0.2467872536
557	0.2462777043
558	0.2457730806
559	0.2453190194
560	0.2449129836
561	0.2444477831
562	0.2441980876
563	0.2437423859
564	0.2434255344
565	0.2429770385
566	0.2426196406
567	0.2420799308
568	0.2417013633
569	0.2411087968
570	0.2406873251
571	0.2403691142
572	0.2400036679
573	0.2394661113
574	0.2389416524
575	0.2383790886
576	0.2379382974
577	0.2375031123
578	0.2371698196
579	0.2366741759
580	0.2363285902
581	0.2358783015
582	0.2353870553
583	0.2350284442
584	0.2347213214
585	0.2343496736
586	0.2340238963
587	0.2335532095
588	0.2330982546
589	0.2326225553
590	0.2323250977
591	0.2321015209
592	0.2316345193
593	0.2312728522
594	0.2308574295
595	0.2303627768
596	0.229821321
597	0.2294821257
598	0.2291417914
599	0.2286814984
600	0.2281850307
601	0.2275587518
602	0.227262713
603	0.2268661938
604	0.2263726882
605	0.2260626257
606	0.2257577888
607	0.2252512396
608	0.2248569177
609	0.2244548133
610	0.2240726939
611	0.2236592001
612	0.2231859477
613	0.2228752361
614	0.2225117735
615	0.2221507452
616	0.2217832004
617	0.2213682059
618	0.2210281941
619	0.220617208
620	0.2201901584
621	0.2198553425
622	0.219388883
623	0.2190100162
624	0.2186561655
625	0.2182526073
626	0.2179024525
627	0.2175044565
628	0.2171855054
629	0.2167395204
630	0.2164236864
631	0.2160802906
632	0.2157458538
633	0.2153568691
634	0.2150485189
635	0.2146713028
636	0.214220919
637	0.2138011763
638	0.2135685335
639	0.2132516517
640	0.2128526343
641	0.2124541279
642	0.2120944419
643	0.2116720896
644	0.2113142407
645	0.2109010647
646	0.2105047905
647	0.2102303407
648	0.2099936262
649	0.2097464268
650	0.2094080052
651	0.2089856597
652	0.2086173567
653	0.2081913495
654	0.2078511484
655	0.2074166609
656	0.2071519476
657	0.2067878835
658	0.2064700889
659	0.2060739717
660	0.2057385458
661	0.2053921826
662	0.2050739084
663	0.2047362334
664	0.2044862757
665	0.2040126663
666	0.2036927355
667	0.2032554972
668	0.202908164
669	0.2025022903
670	0.202200792
671	0.2017705331
672	0.2015126176
673	0.2011673229
674	0.2008470346
675	0.2004664375
676	0.2000825655
677	0.1998210695
678	0.1993147576
679	0.1989889588
680	0.1986931877
681	0.1984651939
682	0.1981810655
683	0.1978555207
684	0.197495186
685	0.197174345
686	0.1967861894
687	0.1963736871
688	0.1960035988
689	0.1957257564
690	0.1954125519
691	0.1951068631
692	0.1948616027
693	0.1944129377
694	0.1940268649
695	0.193660104
696	0.1933002993
697	0.1928852891
698	0.1924995337
699	0.1921683907
700	0.1919026284
701	0.1916695889
702	0.1913688458
703	0.1910551255
704	0.1907335158
705	0.1904797355
706	0.1901442426
707	0.1898258396
708	0.1895546591
709	0.1892359255
710	0.1889493571
711	0.1886318225
712	0.1882571018
713	0.1879408644
714	0.1876564591
715	0.1873393332
716	0.1870378623
717	0.1868186195
718	0.1866023455
719	0.1861004508
720	0.1857850258
721	0.1854356426
722	0.1851296076
723	0.1847957934
724	0.1845058204
725	0.1842099402
726	0.1839351176
727	0.1836401467
728	0.1832116187
729	0.1828803467
730	0.1824830638
731	0.1822450171
732	0.1818766856
733	0.1815726336
734	0.1812596105
735	0.180952875
736	0.1806161471
737	0.1803439918
738	0.1801209435
739	0.1798885952
740	0.1796107659
741	0.1792964741
742	0.1791183291
743	0.1788364383
744	0.1784894171
745	0.1781631504
746	0.1779109532
747	0.1776777601
748	0.177406658
749	0.1770723909
750	0.1767583458
751	0.1764383701
752	0.1760966865
753	0.1758577843
754	0.175593457
755	0.1753926773
756	0.1750681936
757	0.174840962
758	0.1745991165
759	0.1742309734
760	0.173972238
761	0.1737446739
762	0.1733905568
763	0.1730857392
764	0.1727522967
765	0.1725003918
766	0.1721673671
767	0.1718001923
768	0.1714711444
769	0.1711312602
770	0.1707757354
771	0.1705354552
772	0.17026986
773	0.1698850918
774	0.169700309
775	0.1694624676
776	0.169214891
777	0.168884003
778	0.1685936729
779	0.1682484288
780	0.1679890794
781	0.1676659256
782	0.1674075016
783	0.1672348217
784	0.1669653926
785	0.1667550919
786	0.1665171954
787	0.1662244217
788	0.1659956943
789	0.1657507958
790	0.1654871569
791	0.1652522954
792	0.165007999
793	0.1646559886
794	0.1644055438
795	0.1640691227
796	0.1638140741
797	0.163607518
798	0.1633564011
799	0.1630287061
800	0.1627923212
801	0.1625476785
802	0.1623062204
803	0.1620474759
804	0.1617999363
805	0.1614428309
806	0.161200909
807	0.1609722996
808	0.1607125551
809	0.1604806667
810	0.1602636477
811	0.1600571959
812	0.1597863499
813	0.15949956
814	0.1592265907
815	0.1590429292
816	0.1588354842
817	0.1585591608
818	0.1582534686
819	0.1579858812
820	0.1576835006
821	0.1574615258
822	0.1572010646
823	0.1569132301
824	0.1567485791
825	0.1564309384
826	0.156253392
827	0.1559793721
828	0.1557902642
829	0.155546887
830	0.1553635728
831	0.1550932419
832	0.1548220031
833	0.1545393692
834	0.1543229194
835	0.1540773456
836	0.1538146718
837	0.1536281453
838	0.1533868327
839	0.1531258808
840	0.1528559903
841	0.1525780889
842	0.1523108372
843	0.1520777826
844	0.1518062179
845	0.1515778652
846	0.1512946511
847	0.1509985585
848	0.1507730437
849	0.1505545248
850	0.1503214554
851	0.150106767
852	0.1498721448
853	0.1496644314
854	0.1493804264
855	0.1490989815
856	0.1488236343
857	0.1486163905
858	0.1483671846
859	0.1481462133
860	0.1478712788
861	0.1475843362
862	0.1473459228
863	0.1471056247
864	0.1468343063
865	0.1466707854
866	0.1464270384
867	0.1461955181
868	0.146060404
869	0.1457405426
870	0.1455372532
871	0.1453060504
872	0.1450749069
873	0.1448752172
874	0.1445852438
875	0.1443337094
876	0.1440558663
877	0.1438222174
878	0.143618341
879	0.1433674433
880	0.1431188758
881	0.1428647403
882	0.1426927069
883	0.1424273137
884	0.1422463387
885	0.1420250358
886	0.141837503
887	0.1415663502
888	0.1413426188
889	0.141116375
890	0.1408986845
891	0.1407026056
892	0.1404832312
893	0.1402446437
894	0.140046538
895	0.1398113349
896	0.1396222388
897	0.1394497024
898	0.1391728929
899	0.1389016089
900	0.1386736268
901	0.1384516526
902	0.1382174636
903	0.1380282936
904	0.1377563238
905	0.1376194741
906	0.1374013387
907	0.1371767003
908	0.1369674148
909	0.1366769491
910	0.1364760205
911	0.1362515505
912	0.1360819444
913	0.1358383963
914	0.1356419422
915	0.135474957
916	0.1352444625
917	0.1350590284
918	0.1348969916
919	0.1346199422
920	0.134423551
921	0.134230559
922	0.1339732732
923	0.1337551789
924	0.133569516
925	0.1333394785
926	0.1331881746
927	0.1329218063
928	0.1327269824
929	0.1324582529
930	0.1322817946
931	0.1321212351
932	0.1319114035
933	0.1317581961
934	0.1315555541
935	0.1313705914
936	0.1311445228
937	0.1309435121
938	0.1307175345
939	0.1305550917
940	0.1303457897
941	0.1301685022
942	0.1299591237
943	0.1297489918
944	0.1295893269
945	0.129433698
946	0.1292155259
947	0.1290723307
948	0.1288934798
949	0.128718268
950	0.1284948103
951	0.1282482349
952	0.1280701577
953	0.1279276568
954	0.1277189374
955	0.1274859055
956	0.1272993626
957	0.1271005796
958	0.1268950514
959	0.126794494
960	0.1265873584
961	0.1263761883
962	0.1261965229
963	0.1260336311
964	0.1258289012
965	0.1256233081
966	0.1253982506
967	0.1252425967
968	0.1250080595
969	0.1248857075
970	0.1247165657
971	0.1245075383
972	0.1243605111
973	0.1241679848
974	0.1239295547
975	0.1237566048
976	0.1235894413
977	0.1234133228
978	0.1231908723
979	0.1230226802
980	0.1228691979
981	0.1227112764
982	0.1224823361
983	0.122316771
984	0.1221443306
985	0.1219791197
986	0.1217621038
987	0.1215352508
988	0.1212974583
989	0.1211402478
990	0.1209644285
991	0.1207476637
992	0.1206008366
993	0.1204454733
994	0.1202457583
995	0.1200570007
996	0.1198799903
997	0.119742819
998	0.1195771538
999	0.1193580588
